,Date,Close,High,Low,Open,Volume,accumulated_investment_share,profit
110,2025-06-12,604.6221313476562,604.7716279368608,600.5946676795126,601.0931113338731,6968300,1.3161968722952047,13.69
111,2025-06-13,597.9229736328125,602.8875134449378,596.5273680089144,599.5878191261683,7231400,1.3161968722952047,12.43
112,2025-06-16,603.760009765625,605.5599975585938,601.3800048828125,601.469970703125,10221900,1.3161968722952047,13.52
113,2025-06-17,598.760009765625,602.8300170898438,597.8499755859375,601.2899780273438,11753100,1.3161968722952047,12.58
114,2025-06-18,598.6199951171875,602.3099975585938,597.719970703125,599.5,4192000,1.3161968722952047,12.56
115,2025-06-20,596.6599731445312,602.3099975585938,595.7000122070312,601.22998046875,7447400,1.3161968722952047,12.19
116,2025-06-23,602.9299926757812,603.3900146484375,594.7100219726562,597.8699951171875,6750400,1.3161968722952047,13.37
117,2025-06-24,609.510009765625,610.7100219726562,606.3099975585938,607.1900024414062,7360000,1.3161968722952047,14.61
118,2025-06-25,609.9600219726562,611.3499755859375,608.4500122070312,610.7899780273438,13558900,1.3161968722952047,14.69
119,2025-06-26,614.760009765625,615.22998046875,611.280029296875,611.9000244140625,4955900,1.3161968722952047,15.59
120,2025-06-27,617.4600219726562,619.3099975585938,613.7899780273438,615.8099975585938,7933800,1.3161968722952047,16.1
121,2025-06-30,620.9000244140625,622.1199951171875,617.989990234375,620.3099975585938,6552400,1.3161968722952047,16.75
122,2025-07-01,620.6699829101562,621.6799926757812,618.47998046875,619.2999877929688,6039400,1.3161968722952047,16.7
123,2025-07-02,623.4199829101562,623.7000122070312,619.5800170898438,620.2000122070312,4920900,1.3161968722952047,17.22
124,2025-07-03,628.1699829101562,629.25,625.4000244140625,625.4000244140625,4229400,1.3161968722952047,18.11
125,2025-07-07,623.8300170898438,627.0,620.8499755859375,626.3400268554688,7472300,1.3161968722952047,17.3
126,2025-07-08,623.3300170898438,625.0700073242188,622.52001953125,624.3200073242188,4685600,1.3161968722952047,17.2
127,2025-07-09,627.030029296875,627.719970703125,623.8900146484375,625.75,3019800,1.3161968722952047,17.9
128,2025-07-10,628.8499755859375,629.8699951171875,626.010009765625,627.1799926757812,2556800,1.3161968722952047,18.24
129,2025-07-11,626.4400024414062,627.8200073242188,624.52001953125,625.760009765625,2739200,1.3161968722952047,17.79
